Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
9046d9a8dfa816ae73187e553e13270cf84d1fc1,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
5a3259a0c8e3a36dad0a85a2afd852af51eb657f,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
d4d99e794673c08dd69f20e70eb21672969732ff,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
284632ff98da24f5cf97b4308197280d61fc6a76,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
b89c1a0b4f51e836184f16304eb785bde1bb405a,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
9502bb4322d446560363af6a06aaabaf282678ab,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
fe8f9bf3a565a255d9ac68c08a7bc13f282a0aee,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
3e5e0ebd1eb94f13dd110b2404ab702ce2835286,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
b62d59dfd54f94c7d9203a264257f6896ee7b6c6,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
945e077e7164789af0292eb7df90271c37470392,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
844b396c73abb1516d0309302c2223f94d73172c,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
44391e0d90791a5b454926849b7c6119184a8bc4,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
de7bd0bb47782f61e7b170c8d42a21b7daa5a001,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
e3c904a2125dd198a6abdba3d1c6237e76fe4277,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
f3c81b5f1912ff86b6bc725f62166e2a2b00beae,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
1f89705c50595930e1cf1b06c55d8490ac4740ef,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
70d450861fed38a3c494fd0527e18bde72a2f90c,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
30d5eb0646b4448be774ec038dbb594a84156f31,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
aaad8ba4276452a608649511a1d210eb2e4fddb8,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
d599d20c25cc3ca275da27d1174398d9e1d91fd5,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
522724c245c41d07904712133eaa66536ffa3315,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
dba2229e6bbfc14489f28b9ecbdf86e4930034f3,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
55eb8f3108e3839b1e738badfef9e08a63378d48,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
5f8afac0f3d9065a3d4df904e4e8661ad216d758,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
c11f602fc86c59a27bba4229cf8fdc0720333c33,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
bc71c0afedb60c18d8a8681f8936dd5ecab640bd,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
ee6a04cad1bab24ae0305a3cd66bb4e88812edb7,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
9f8031114c15b7cccd1bf126d87c19f299cbf6d3,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
2eb002314b873568071fe6e7cb1fa4d315fe1e69,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a7524c08b1e8b5c664d0426051babe63ffeb43f5,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
528ec8971d05bee0449e58198ac3a454ff9b2028,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a0b1a4554dc9ce23e877cc1fc58507c795203878,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
e38dab1bfbd1a75fcb7243c90c841ac35a7e8011,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
be7461951213e6939dbc1757b7cae31ea88b68b3,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
4e0519208e8b6821d606d45281f5fc6a35538e80,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a6412d27f96ed5562ba195ca5faf393472e647bf,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
4bbb7cce2a16533df8d36ac0ac35734b40132d55,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a91e79a7527288540d61bb94c2ea1179854de2de,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
45679ae7d5283967f89428fa547ab90f057cc518,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
11c9d29b264fb4502b9848305b6d8c8d77b7be6b,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
5eb9f6aa93dee0cbfd48a338389cf0ffffabb50d,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
695ea3c29d067d3a445872974e59dff99b505499,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
1cd688bffe4900834511bf5d48bb75acd5ef652d,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a39798803ae674e401b8ca94083b461f3aab9623,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
561e8e8b88ebb23fb7769467807107894632303c,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
63046a8875273698cfa0a9875cef1694bf580c53,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
1773655f0d39db5a49c7ab04ee4cf70f6b6e2368,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
0e97e913926e2fe1a77b37cec8aa1e8ffd762287,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
f776d68e97e03e9e620badc2901e91d95b611bd1,20,0,0,5,0,15,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
502b420340611797d695dc769d5d611635a2bcc1,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
263143d897774977d843ea499721fc112bde399e,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
d38d5b698be0913ee1c28980f57f7545ad99e603,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a478de8a586671bc7dd0dcf89d8db18d9913ab7c,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
2fcfbd83e22301aea4f027738d628f19c262a458,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a3933201658ef9d147c82fdad8e228908c7fc884,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
d46737fe70b6ce332146a9eb322e76997c8fa8ba,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
b5ea128fe37dbe1fa8de5b46e3c06468804f2a3c,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
bffa9c88fc185f805870b2101f17d5384ad654d2,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
b37ae50f7b92273e539810124d938fc0efdfe471,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a628ba145d000cc9e48ced9c9c41bc8911d560bb,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
6b25be489b9bccea14d7de0bb0e828c77fc0e888,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
33879168349b08ba70f5097629840dba181e1def,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
e775640f79923b4480283a3aea6486c3208dff82,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
9c81c93635e079900088ae3e4d92e3e957f16ba1,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
c1601f89cde1461d3ae1dcfcf83c387951cf4e5b,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a6f085328d7aa69d3eacc1cca401d92dc9addd69,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
4ecc741100c4968f31717fac3d7de32cff2b2ff5,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
0e47dce757d964efcb2bfd77e2dba29456a86c9e,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
8ebd7f2ddf121967977aa052770d8da5c14f56ef,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
a6b0d0076f10ed1d5006e179c2283d4048c18256,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
4c87264d0d18efafb1abc3ebad4fd88cbd49f5a9,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
e74674649fde29cc59ae70be1f8a6f2266b3ba40,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
06037267470af3a7230757cbece543dc21551264,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
64a72a6253cd31d1a17dd85aa30c16bf2c17dc1e,27,0,0,5,0,22,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/703.html
